,name,feat_index,importance_val
139,GetShortStatWaveFeature_38,188,0.9154569506645203
140,long_autocorr_1,28,0.9144576787948608
141,GetShortStatWaveFeature_44,194,0.9122434854507446
142,GetShortStatWaveFeature_11,161,0.91087806224823
143,GetShortStatWaveFeature_81,231,0.9075477719306946
144,bin_stat_19,114,0.9021890759468079
145,bin_stat_5,100,0.8977526426315308
146,LongBasicStat_range_99_1,13,0.8976479172706604
147,long_autocorr_4,31,0.8945148587226868
148,GetShortStatWaveFeature_34,184,0.8944911956787109
149,GetShortStatWaveFeature_79,229,0.8940185904502869
150,GetShortStatWaveFeature_75,225,0.8889179825782776
151,GetShortStatWaveFeature_47,197,0.8833255767822266
152,LongBasicStat_Kurtosis,3,0.882697343826294
153,GetShortStatWaveFeature_146,296,0.8776543140411377
154,long_autocorr_7,34,0.8761286735534668
155,GetShortStatWaveFeature_18,168,0.8700372576713562
156,QRSBasicStat_Kurtosis,56,0.8688149452209473
157,GetShortStatWaveFeature_129,279,0.8682477474212646
158,GetShortStatWaveFeature_25,175,0.8656284809112549
159,GetShortStatWaveFeature_22,172,0.8608037829399109
160,GetShortStatWaveFeature_37,187,0.8592325448989868
161,bin_stat_27,122,0.8567189574241638
162,bin_stat_46,141,0.854937732219696
163,long_autocorr_10,37,0.8538756966590881
164,GetShortStatWaveFeature_73,223,0.8455164432525635
165,GetShortStatWaveFeature_2,152,0.8432950377464294
166,GetShortStatWaveFeature_49,199,0.8417002558708191
167,GetShortStatWaveFeature_53,203,0.8397748470306396
168,bin_stat_29,124,0.8391560316085815
169,bin_stat_48,143,0.837486982345581
170,GetShortStatWaveFeature_136,286,0.8374326825141907
171,QRSYuxi,87,0.8354080319404602
172,LongBasicStat_p_25,10,0.8319171667098999
173,GetShortStatWaveFeature_26,176,0.8315372467041016
174,LongFFTBandPower_1,19,0.8299373388290405
175,bin_stat_0,95,0.8290249705314636
176,GetShortStatWaveFeature_4,154,0.8277368545532227
177,GetShortStatWaveFeature_39,189,0.8265822529792786
178,LongBasicStat_range_90_10,15,0.8259598016738892
179,GetShortStatWaveFeature_107,257,0.8255811333656311
180,GetShortStatWaveFeature_30,180,0.825538158416748
181,GetShortStatWaveFeature_77,227,0.8227002620697021
182,GetShortStatWaveFeature_104,254,0.8216455578804016
183,GetShortStatWaveFeature_82,232,0.8076571822166443
184,long_autocorr_3,30,0.8064470887184143
185,GetShortStatWaveFeature_50,200,0.8039954304695129
186,GetShortStatWaveFeature_143,293,0.8009459972381592
187,GetShortStatWaveFeature_32,182,0.8005897998809814
188,GetShortStatWaveFeature_0,150,0.7993900775909424
189,QRSBasicStat_range_75_25,64,0.7987396121025085
190,QRSBasicStatPointMedian_Kurtosis,71,0.7962956428527832
191,QRSBasicStatPointMedian_HR,66,0.7919099926948547
192,GetShortStatWaveFeature_86,236,0.7904998660087585
193,bin_stat_12,107,0.7894799113273621
194,bin_stat_25,120,0.7883287072181702
195,LongFFTBandPower_3,21,0.7856886386871338
196,bin_stat_3,98,0.7844358682632446
197,LongBasicStat_p_1,5,0.7836822867393494
198,GetShortStatWaveFeature_83,233,0.7836166620254517
199,GetShortStatWaveFeature_124,274,0.7805579304695129
200,GetShortStatWaveFeature_108,258,0.7802234292030334
201,Variability_SDNN,88,0.7799716591835022
202,GetShortStatWaveFeature_96,246,0.7774168848991394
203,LongZeroCrossing_cnt,17,0.7738707661628723
204,LongBasicStat_range_95_5,14,0.7734184265136719
205,QRSBasicStatDeltaRR_Median,83,0.7714188098907471
206,LongFFTBandPower_2,20,0.7709475755691528
207,LongBasicStat_p_99,8,0.7708343863487244
208,GetShortStatWaveFeature_33,183,0.7688324451446533
209,GetShortStatWaveFeature_110,260,0.7676378488540649
210,GetShortStatWaveFeature_116,266,0.7657548189163208
211,GetShortStatWaveFeature_54,204,0.7633674144744873
212,bin_stat_26,121,0.7624520659446716
213,GetShortStatWaveFeature_132,282,0.7591241598129272
214,GetShortStatWaveFeature_130,280,0.7568632364273071
215,LongFFTBandPower_5,23,0.7543654441833496
216,GetShortStatWaveFeature_60,210,0.752169132232666
217,GetShortStatWaveFeature_1,151,0.7502090334892273
218,QRSBasicStatDeltaRR_HR,77,0.7498263716697693
219,long_autocorr_6,33,0.7469236254692078
220,GetShortStatWaveFeature_48,198,0.7465951442718506
221,GetShortStatWaveFeature_97,247,0.7412638068199158
222,GetShortStatWaveFeature_43,193,0.7395126819610596
223,GetShortStatWaveFeature_69,219,0.7391143441200256
224,GetShortStatWaveFeature_5,155,0.7387319803237915
225,GetShortStatWaveFeature_114,264,0.7379599213600159
226,GetShortStatWaveFeature_120,270,0.7355680465698242
227,bin_stat_39,134,0.734797477722168
228,bin_stat_47,142,0.7347539663314819
229,LongBasicStat_p_90,12,0.7323068380355835
230,LongFFTBandPower_0,18,0.7294355630874634
231,LongBasicStat_Skew,2,0.7292168140411377
232,GetShortStatWaveFeature_51,201,0.7280243635177612
233,GetShortStatWaveFeature_89,239,0.7262625694274902
234,GetShortStatWaveFeature_125,275,0.7255900502204895
235,GetShortStatWaveFeature_126,276,0.725384533405304
236,GetShortStatWaveFeature_42,192,0.7214460968971252
237,GetShortStatWaveFeature_76,226,0.7202696800231934
238,GetShortStatWaveFeature_19,169,0.7173325419425964
239,bin_stat_20,115,0.715448796749115
240,LongThresCrossing_width,41,0.7151663899421692
241,GetShortStatWaveFeature_31,181,0.712395966053009
242,long_zigzag,39,0.7121450901031494
243,GetShortStatWaveFeature_92,242,0.7077656388282776
244,qrs_autocorr_2,149,0.7059839367866516
245,LongFFTBandPower_4,22,0.704931378364563
246,bin_stat_36,131,0.7037562727928162
247,QRSBasicStatDeltaRR_Mean,76,0.7033491134643555
248,GetShortStatWaveFeature_148,298,0.7013154625892639
249,LongBasicStat_p_95,7,0.7000969052314758
250,minNCCE,93,0.6972097754478455
251,GetShortStatWaveFeature_20,170,0.6964843273162842
252,GetShortStatWaveFeature_139,289,0.6948748230934143
253,GetShortStatWaveFeature_145,295,0.6912872791290283
254,GetShortStatWaveFeature_133,283,0.6801624298095703
255,LongFFTPower_power,24,0.6755645871162415
256,GetShortStatWaveFeature_14,164,0.6749070286750793
257,bin_stat_21,116,0.6737509965896606
258,GetShortStatWaveFeature_66,216,0.6704860329627991
259,GetShortStatWaveFeature_100,250,0.666303813457489
260,bin_stat_22,117,0.6639929413795471
261,GetShortStatWaveFeature_23,173,0.6617239713668823
262,GetShortStatWaveFeature_67,217,0.6601017713546753
263,GetShortStatWaveFeature_12,162,0.6569443345069885
264,GetShortStatWaveFeature_109,259,0.6516821384429932
265,GetShortStatWaveFeature_57,207,0.6502780914306641
266,minCCEI,94,0.6470812559127808
267,long_autocorr_8,35,0.6422069668769836
268,GetShortStatWaveFeature_105,255,0.6422041654586792
269,GetShortStatWaveFeature_123,273,0.6410250067710876
270,GetShortStatWaveFeature_118,268,0.6382608413696289
271,GetShortStatWaveFeature_45,195,0.6322310566902161
272,CoeffOfVariation_coeff_dts,48,0.6214614510536194
273,GetShortStatWaveFeature_13,163,0.6182877421379089
274,bin_stat_18,113,0.6124801635742188
275,GetShortStatWaveFeature_36,186,0.6111558079719543
276,long_autocorr_2,29,0.6104174852371216
277,GetShortStatWaveFeature_99,249,0.593997597694397
278,bin_stat_41,136,0.5826007127761841
279,GetShortStatWaveFeature_59,209,0.5801881551742554
280,GetShortStatWaveFeature_55,205,0.5696702599525452
281,GetShortStatWaveFeature_46,196,0.5607978701591492
282,GetShortStatWaveFeature_72,222,0.5425441861152649
283,GetShortStatWaveFeature_21,171,0.5107791423797607
284,bin_stat_16,111,0.4785291254520416
285,bin_stat_35,130,0.4542445242404938
286,GetShortStatWaveFeature_71,221,0.4441668689250946
287,bin_stat_11,106,0.41032370924949646
288,bin_stat_42,137,0.40094855427742004
289,bin_stat_9,104,0.3965873718261719
290,GetShortStatWaveFeature_40,190,0.38299307227134705
291,GetShortStatWaveFeature_128,278,0.3529500961303711
292,GetShortStatWaveFeature_56,206,0.25491711497306824
293,bin_stat_33,128,0.1741100698709488
294,bin_stat_32,127,0.0
295,qrs_autocorr_0,147,0.0
296,GetShortStatWaveFeature_140,290,0.0
297,GetShortStatWaveFeature_115,265,0.0
298,long_autocorr_0,27,0.0
299,GetShortStatWaveFeature_65,215,0.0
