,name,importance_val
0,QRSBasicStat_Median,21.067873001098633
1,QRSBasicStatPointMedian_Median,17.786359786987305
2,Variability_Stepping,15.93024730682373
3,QRSBasicStatDeltaRR_p_75,9.712925910949707
4,QRSBasicStatDeltaRR_Range,7.460208892822266
5,Variability_pNN50,7.4047980308532715
6,GetShortStatWaveFeature_103,7.1829118728637695
7,GetShortStatWaveFeature_106,6.859586715698242
8,QRSBasicStatPointMedian_Mean,6.191276550292969
9,QRSBasicStat_Mean,4.760515213012695
10,SampleEn_1,4.453995704650879
11,QRSBasicStatDeltaRR_Min,4.135794162750244
12,QRSBasicStatDeltaRR_Var,3.8565969467163086
13,SampleEn_2,3.432283401489258
14,qrs_autocorr_1,3.3010032176971436
15,GetShortStatWaveFeature_78,3.1456875801086426
16,Variability_NN50,3.1152727603912354
17,QRSBasicStat_p_75,2.995603084564209
18,bin_stat_17,2.991344690322876
19,QRSBasicStatDeltaRR_p_25,2.9687440395355225
20,QRSBasicStatPointMedian_HR,2.853602886199951
21,QRSBasicStat_p_5,2.8454010486602783
22,QRSBasicStat_HR,2.8313663005828857
23,GetShortStatWaveFeature_112,2.710942268371582
24,bin_stat_51,2.704641580581665
25,CDF_cdf_density,2.541064739227295
26,bin_stat_43,2.3804986476898193
27,QRSBasicStatDeltaRR_Kurtosis,2.367072820663452
28,LongSNR_snr,2.329211473464966
29,bin_stat_14,2.2590696811676025
30,bin_stat_50,2.209243059158325
31,Variability_Dispersion,2.1880555152893066
32,GetShortStatWaveFeature_128,2.158360481262207
33,GetShortStatWaveFeature_90,2.1029460430145264
34,GetShortStatWaveFeature_142,2.0740292072296143
35,CoeffOfVariation_coeff_ts,2.059601068496704
36,QRSBasicStat_Skew,2.0004611015319824
37,bin_stat_8,1.9359287023544312
38,QRSBasicStatDeltaRR_Count,1.9131044149398804
39,bin_stat_31,1.8724212646484375
40,bin_stat_7,1.8140151500701904
41,QRSBasicStatPointMedian_Range,1.8094112873077393
42,QRSBasicStat_p_95,1.782731533050537
43,QRSBasicStat_Min,1.7496910095214844
44,long_autocorr_11,1.736219048500061
45,QRSBasicStatPointMedian_p_75,1.7161072492599487
46,GetShortStatWaveFeature_74,1.6799755096435547
47,GetShortStatWaveFeature_117,1.6179986000061035
48,LongBasicStat_p_10,1.5988869667053223
49,QRSBasicStatDeltaRR_Skew,1.5884008407592773
50,GetShortStatWaveFeature_17,1.5371726751327515
51,QRSBasicStatPointMedian_Var,1.537142038345337
52,QRSBasicStatPointMedian_Skew,1.5176314115524292
53,QRSBasicStatPointMedian_Count,1.4757407903671265
54,GetShortStatWaveFeature_93,1.4717819690704346
55,QRSBasicStat_p_25,1.4687488079071045
56,GetShortStatWaveFeature_68,1.4568288326263428
57,QRSBasicStat_Count,1.4559693336486816
58,LongBasicStat_range_75_25,1.4475207328796387
59,bin_stat_30,1.4362497329711914
60,GetShortStatWaveFeature_134,1.4201905727386475
61,GetShortStatWaveFeature_135,1.4132894277572632
62,bin_stat_13,1.4124562740325928
63,GetShortStatWaveFeature_10,1.4112416505813599
64,GetShortStatWaveFeature_147,1.402202844619751
65,GetShortStatWaveFeature_62,1.3935996294021606
66,GetShortStatWaveFeature_113,1.3725031614303589
67,GetShortStatWaveFeature_80,1.3642659187316895
68,GetShortStatWaveFeature_131,1.2947057485580444
69,GetShortStatWaveFeature_88,1.283130168914795
70,bin_stat_44,1.276231050491333
71,QRSBasicStatPointMedian_p_25,1.2126129865646362
72,GetShortStatWaveFeature_108,1.2023152112960815
73,GetShortStatWaveFeature_27,1.2009319067001343
74,LongBasicStat_p_75,1.1990491151809692
75,LongBasicStat_p_5,1.1889119148254395
76,GetShortStatWaveFeature_3,1.180298924446106
77,GetShortStatWaveFeature_84,1.1674387454986572
78,LongBasicStat_Median,1.159597635269165
79,SampleEn_3,1.1566177606582642
80,GetShortStatWaveFeature_85,1.1523507833480835
81,QRSBasicStat_range_95_5,1.1516258716583252
82,GetShortStatWaveFeature_95,1.1302684545516968
83,GetShortStatWaveFeature_127,1.1169461011886597
84,GetShortStatWaveFeature_91,1.1166340112686157
85,long_autocorr_10,1.1068543195724487
86,QRSBasicStat_Var,1.0977861881256104
87,GetShortStatWaveFeature_79,1.0957236289978027
88,bin_stat_11,1.0922342538833618
89,MAD_mad,1.0918715000152588
90,LongThresCrossing_cnt,1.0779337882995605
91,LongBasicStat_range_90_10,1.0738451480865479
92,GetShortStatWaveFeature_119,1.0610700845718384
93,GetShortStatWaveFeature_98,1.036289095878601
94,bin_stat_29,1.0356780290603638
95,GetShortStatWaveFeature_58,1.0347076654434204
96,GetShortStatWaveFeature_141,1.0302927494049072
97,LongBasicStat_p_1,1.027116060256958
98,GetShortStatWaveFeature_61,1.023789644241333
99,GetShortStatWaveFeature_4,1.0154874324798584
100,GetShortStatWaveFeature_102,1.0136278867721558
101,GetShortStatWaveFeature_16,1.01003098487854
102,bin_stat_38,1.0089210271835327
103,GetShortStatWaveFeature_81,1.0081241130828857
104,GetShortStatWaveFeature_15,1.005652666091919
105,GetShortStatWaveFeature_30,1.0020562410354614
106,GetShortStatWaveFeature_35,1.00054931640625
107,GetShortStatWaveFeature_67,0.9962388873100281
108,GetShortStatWaveFeature_50,0.9944971203804016
109,LongBasicStat_p_90,0.9878839254379272
110,GetShortStatWaveFeature_63,0.9829126000404358
111,bin_stat_37,0.9821279644966125
112,bin_stat_41,0.9806264638900757
113,bin_stat_48,0.979049801826477
114,bin_stat_9,0.9786458015441895
115,GetShortStatWaveFeature_6,0.9781209826469421
116,bin_stat_49,0.9761583209037781
117,GetShortStatWaveFeature_109,0.97324138879776
118,GetShortStatWaveFeature_69,0.9698617458343506
119,GetShortStatWaveFeature_0,0.9686864018440247
120,QRSBasicStatPointMedian_Min,0.9654613137245178
121,GetShortStatWaveFeature_47,0.9597057104110718
122,GetShortStatWaveFeature_29,0.9570430517196655
123,long_autocorr_9,0.9517082571983337
124,GetShortStatWaveFeature_19,0.9509561061859131
125,long_autocorr_1,0.9498642086982727
126,GetShortStatWaveFeature_28,0.9462971091270447
127,GetShortStatWaveFeature_144,0.9346010088920593
128,GetShortStatWaveFeature_2,0.9331813454627991
129,bin_stat_36,0.930510938167572
130,LongBasicStat_p_25,0.9298705458641052
131,QRSBasicStat_range_75_25,0.9255508780479431
132,GetShortStatWaveFeature_143,0.923816978931427
133,QRSYuxi,0.9206891059875488
134,GetShortStatWaveFeature_97,0.9190388917922974
135,bin_stat_24,0.9113577008247375
136,bin_stat_39,0.9101069569587708
137,GetShortStatWaveFeature_100,0.9099238514900208
138,GetShortStatWaveFeature_87,0.9093497395515442
139,bin_stat_26,0.9087186455726624
140,bin_stat_1,0.907446563243866
141,GetShortStatWaveFeature_130,0.9040228724479675
142,bin_stat_23,0.9033902883529663
143,bin_stat_16,0.8998215198516846
144,SampleEn_0,0.8964948058128357
145,LongBasicStat_Var,0.8911508321762085
146,QRSBasicStat_Kurtosis,0.889937162399292
147,GetShortStatWaveFeature_8,0.887323260307312
148,LongBasicStat_Kurtosis,0.883841335773468
149,GetShortStatWaveFeature_114,0.8790081739425659
150,GetShortStatWaveFeature_129,0.8789777159690857
151,GetShortStatWaveFeature_26,0.8750381469726562
152,GetShortStatWaveFeature_64,0.8713608980178833
153,GetShortStatWaveFeature_37,0.8689124584197998
154,long_autocorr_6,0.8676029443740845
155,LongZeroCrossing_cnt,0.8670162558555603
156,GetShortStatWaveFeature_83,0.8652616739273071
157,GetShortStatWaveFeature_104,0.8646777272224426
158,GetShortStatWaveFeature_13,0.8641328811645508
159,GetShortStatWaveFeature_70,0.863511323928833
160,GetShortStatWaveFeature_92,0.8628854751586914
161,GetShortStatWaveFeature_22,0.8618940114974976
162,GetShortStatWaveFeature_75,0.8599629998207092
163,GetShortStatWaveFeature_145,0.8578061461448669
164,bin_stat_40,0.8536083102226257
165,GetShortStatWaveFeature_118,0.8529677391052246
166,GetShortStatWaveFeature_122,0.8527871966362
167,LongFFTBandPower_2,0.8482418060302734
168,GetShortStatWaveFeature_1,0.8376473188400269
169,GetShortStatWaveFeature_101,0.8359218239784241
170,LongFFTBandPower_1,0.8358756899833679
171,GetShortStatWaveFeature_77,0.8350328803062439
172,long_autocorr_2,0.8346846103668213
173,long_autocorr_7,0.829393208026886
174,GetShortStatWaveFeature_45,0.8293343782424927
175,long_autocorr_4,0.82917320728302
176,bin_stat_28,0.8272417187690735
177,bin_stat_10,0.8199743628501892
178,GetShortStatWaveFeature_138,0.8196625709533691
179,GetShortStatWaveFeature_9,0.8194707036018372
180,QRSBasicStatDeltaRR_Mean,0.817046582698822
181,LongBasicStat_Range,0.8162469863891602
182,GetShortStatWaveFeature_20,0.8158803582191467
183,GetShortStatWaveFeature_46,0.8080863952636719
184,GetShortStatWaveFeature_126,0.8067777156829834
185,GetShortStatWaveFeature_82,0.8066442012786865
186,bin_stat_5,0.8056893944740295
187,minCCEI,0.8054860830307007
188,GetShortStatWaveFeature_137,0.8031067848205566
189,bin_stat_6,0.802268922328949
190,qrs_autocorr_2,0.8012309074401855
191,GetShortStatWaveFeature_133,0.8002281785011292
192,bin_stat_15,0.7998167276382446
193,GetShortStatWaveFeature_49,0.7992278337478638
194,GetShortStatWaveFeature_5,0.7972427606582642
195,GetShortStatWaveFeature_132,0.7950109839439392
196,GetShortStatWaveFeature_54,0.7948230504989624
197,bin_stat_21,0.7896769046783447
198,GetShortStatWaveFeature_52,0.785978376865387
199,GetShortStatWaveFeature_110,0.7845506072044373
200,GetShortStatWaveFeature_107,0.7845452427864075
201,GetShortStatWaveFeature_32,0.7826130390167236
202,bin_stat_34,0.7814190983772278
203,bin_stat_42,0.7801724076271057
204,bin_stat_33,0.7758234143257141
205,GetShortStatWaveFeature_120,0.7751801609992981
206,GetShortStatWaveFeature_42,0.7739903926849365
207,GetShortStatWaveFeature_149,0.7724838852882385
208,GetShortStatWaveFeature_23,0.7706938982009888
209,GetShortStatWaveFeature_73,0.7699854373931885
210,GetShortStatWaveFeature_24,0.7661948204040527
211,GetShortStatWaveFeature_44,0.7651767730712891
212,GetShortStatWaveFeature_111,0.7638304829597473
213,GetShortStatWaveFeature_41,0.7573785185813904
214,GetShortStatWaveFeature_72,0.7555678486824036
215,GetShortStatWaveFeature_99,0.7553563714027405
216,QRSBasicStat_Range,0.7552105784416199
217,GetShortStatWaveFeature_34,0.7552061080932617
218,long_autocorr_5,0.7551479339599609
219,LongBasicStat_range_99_1,0.7509849071502686
220,LongFFTBandPower_3,0.7431764602661133
221,LongBasicStat_range_95_5,0.7411868572235107
222,GetShortStatWaveFeature_25,0.7378535270690918
223,bin_stat_46,0.7351428270339966
224,bin_stat_2,0.7329383492469788
