,name,importance_val
0,QRSBasicStat_Median,23.570058822631836
1,QRSBasicStatPointMedian_Median,17.411684036254883
2,Variability_Stepping,16.530590057373047
3,QRSBasicStatPointMedian_HR,14.233628273010254
4,QRSBasicStatDeltaRR_p_75,10.700963973999023
5,Variability_pNN50,6.9211859703063965
6,GetShortStatWaveFeature_103,6.865279197692871
7,GetShortStatWaveFeature_106,6.686583518981934
8,QRSBasicStatDeltaRR_Range,6.457592010498047
9,SampleEn_1,4.493682384490967
10,QRSBasicStatDeltaRR_Min,4.457304954528809
11,QRSBasicStatDeltaRR_Var,4.196406841278076
12,bin_stat_0,3.632309913635254
13,QRSBasicStatPointMedian_Mean,3.558253288269043
14,Variability_NN50,3.527190685272217
15,GetShortStatWaveFeature_78,3.5146663188934326
16,QRSBasicStat_Mean,3.0754644870758057
17,SampleEn_2,3.0120480060577393
18,bin_stat_17,2.952627182006836
19,GetShortStatWaveFeature_131,2.9450790882110596
20,bin_stat_14,2.8726017475128174
21,bin_stat_33,2.8478705883026123
22,QRSBasicStat_p_75,2.761719226837158
23,QRSBasicStatDeltaRR_Kurtosis,2.5616683959960938
24,CDF_cdf_density,2.5051794052124023
25,qrs_autocorr_1,2.5000979900360107
26,GetShortStatWaveFeature_112,2.4800236225128174
27,QRSBasicStat_p_5,2.314725399017334
28,QRSBasicStatPointMedian_p_75,2.2275032997131348
29,QRSBasicStat_Min,2.2224106788635254
30,CoeffOfVariation_coeff_ts,2.2153782844543457
31,bin_stat_31,2.149170398712158
32,GetShortStatWaveFeature_142,2.1334855556488037
33,QRSBasicStatDeltaRR_p_25,2.064373016357422
34,QRSBasicStat_Skew,1.987362265586853
35,bin_stat_51,1.9561312198638916
36,Variability_Dispersion,1.9331450462341309
37,QRSBasicStatPointMedian_Var,1.9311224222183228
38,QRSBasicStatPointMedian_Range,1.9236772060394287
39,bin_stat_30,1.862924337387085
40,GetShortStatWaveFeature_74,1.8450897932052612
41,bin_stat_40,1.7732256650924683
42,GetShortStatWaveFeature_148,1.7561239004135132
43,QRSBasicStatPointMedian_Skew,1.717603325843811
44,GetShortStatWaveFeature_17,1.698845624923706
45,LongSNR_snr,1.6988394260406494
46,bin_stat_1,1.6982637643814087
47,QRSBasicStat_p_25,1.6871317625045776
48,GetShortStatWaveFeature_68,1.671281337738037
49,QRSBasicStat_p_95,1.6616584062576294
50,GetShortStatWaveFeature_90,1.6566463708877563
51,QRSBasicStatDeltaRR_Skew,1.644016981124878
52,bin_stat_49,1.6302906274795532
53,GetShortStatWaveFeature_117,1.6051623821258545
54,GetShortStatWaveFeature_135,1.5928277969360352
55,LongBasicStat_p_10,1.5885019302368164
56,QRSBasicStat_HR,1.586036205291748
57,bin_stat_6,1.5545411109924316
58,long_autocorr_11,1.5216691493988037
59,QRSBasicStat_Count,1.5000873804092407
60,GetShortStatWaveFeature_10,1.4962007999420166
61,GetShortStatWaveFeature_93,1.464486837387085
62,bin_stat_13,1.4416264295578003
63,LongBasicStat_range_75_25,1.38478684425354
64,QRSBasicStatPointMedian_Count,1.3780714273452759
65,LongBasicStat_p_5,1.3655805587768555
66,GetShortStatWaveFeature_35,1.3413457870483398
67,QRSBasicStat_range_95_5,1.3275843858718872
68,GetShortStatWaveFeature_73,1.3245781660079956
69,GetShortStatWaveFeature_113,1.3142874240875244
70,GetShortStatWaveFeature_147,1.297459602355957
71,GetShortStatWaveFeature_27,1.2802150249481201
72,LongBasicStat_range_90_10,1.2785879373550415
73,GetShortStatWaveFeature_80,1.2647771835327148
74,LongBasicStat_p_75,1.2574220895767212
